gene_a,gene_b,correlation,weight
BCHE,MEOX2,0.6251516790146217,0.6251516790146217
BCHE,SVEP1,0.6573097797322861,0.6573097797322861
C7,DLK1,0.6293032581736155,0.6293032581736155
C7,GATA4,0.7002144707968557,0.7002144707968557
C7,TSPAN8,0.6035617107951926,0.6035617107951926
C7,COLEC11,0.7608398716474533,0.7608398716474533
C7,ARX,0.7386148794405518,0.7386148794405518
C7,STAR,0.7107855321487541,0.7107855321487541
C7,C3orf72,0.6859364911065026,0.6859364911065026
C7,FOXL2,0.6962313855416739,0.6962313855416739
C7,PLCXD3,0.7138800564158094,0.7138800564158094
C7,PEG3,0.7296232991059167,0.7296232991059167
C7,CADPS,0.6557406416208293,0.6557406416208293
C7,CASR,0.6116156511010933,0.6116156511010933
C7,TCF21,0.8431003982386666,0.8431003982386666
C7,THSD7B,0.6132813563396018,0.6132813563396018
C7,ABCA8,0.6631260753975274,0.6631260753975274
C7,SCUBE1,0.6017940907885616,0.6017940907885616
C7,PROK1,0.6674714747265056,0.6674714747265056
C7,PTPN5,0.6298252164668663,0.6298252164668663
ITGBL1,SFRP2,0.7654168722268531,0.7654168722268531
ITGBL1,EPYC,0.7868817249360199,0.7868817249360199
ITGBL1,MMP13,0.6024999624981483,0.6024999624981483
ITGBL1,POSTN,0.7771405840985959,0.7771405840985959
ITGBL1,LRRC15,0.837027160364205,0.837027160364205
ITGBL1,COMP,0.6290381972187926,0.6290381972187926
ITGBL1,NTM,0.8679299962307618,0.8679299962307618
ITGBL1,GREM1,0.6685226183706281,0.6685226183706281
ITGBL1,CCL11,0.7343754254493855,0.7343754254493855
ITGBL1,CXCL14,0.6723934096915674,0.6723934096915674
ITGBL1,FAP,0.8287394943064149,0.8287394943064149
ITGBL1,IGFL2,0.6827728181608058,0.6827728181608058
ITGBL1,COL10A1,0.8397031960446873,0.8397031960446873
ITGBL1,COL6A6,0.604155157229796,0.604155157229796
ITGBL1,DIO2,0.6770662173578424,0.6770662173578424
ITGBL1,MEGF10,0.6149796501605391,0.6149796501605391
